objectid,labid,sampletype,particleid,qa_reportedimage,qa_reportedmorphology,qa_correctmorphology,qa_morphology,qa_reportedcolor,qa_correctcolor,qa_color,qa_reportedchemid,qa_correctchemid_ftir,qa_correctchemid_raman,qa_chemid,qa_particle,qa_fp,qa_comments,qa_particlenumber
2770,RR,DW,RR_DW_2_212-500_47,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2771,RR,DW,RR_DW_2_212-500_48,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2772,RR,DW,RR_DW_2_212-500_49,y,y,y,Fiber,y,y,Red,u,NA,NA,cotton,ns,n,NA,17
2773,RR,DW,RR_DW_2_212-500_50,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2774,RR,DW,RR_DW_2_212-500_51,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2775,RR,DW,RR_DW_2_212-500_52,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2776,RR,DW,RR_DW_2_212-500_53,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2777,RR,DW,RR_DW_2_212-500_54,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2778,RR,DW,RR_DW_2_212-500_55,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2779,RR,DW,RR_DW_2_212-500_56,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2780,RR,DW,RR_DW_2_212-500_57,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2781,RR,DW,RR_DW_2_212-500_58,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2782,RR,DW,RR_DW_2_212-500_59,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2783,RR,DW,RR_DW_2_212-500_60,y,y,n,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2784,R,SD,R_SD_1_212-500_29,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2785,R,SD,R_SD_1_212-500_30,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2786,R,SD,R_SD_1_212-500_31,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2787,R,SD,R_SD_1_212-500_32,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2788,R,SD,R_SD_1_212-500_33,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2789,R,SD,R_SD_1_212-500_34,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2790,R,SD,R_SD_1_212-500_1,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2791,R,SD,R_SD_1_212-500_2,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2792,R,SD,R_SD_1_212-500_3,y,y,y,Fiber,y,y,Orange,y,y,NA,PET,y,n,NA,13
2793,R,SD,R_SD_1_212-500_4,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2794,R,SD,R_SD_1_212-500_5,y,y,y,NA,y,n,NA,u,NA,NA,NA,n,n,NA,
2795,R,SD,R_SD_1_212-500_6,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2796,R,SD,R_SD_1_212-500_7,y,y,y,NA,y,n,NA,u,NA,NA,NA,n,n,NA,
2797,R,SD,R_SD_1_212-500_8,y,y,y,NA,y,y,NA,u,NA,NA,cotton,ns,ns,NA,17
2798,R,SD,R_SD_1_212-500_9,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2799,R,SD,R_SD_1_212-500_10,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2800,R,SD,R_SD_1_212-500_11,y,y,y,Fiber,y,y,Orange,u,NA,NA,PET,ns,n,NA,13
2801,R,SD,R_SD_1_212-500_12,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2802,R,SD,R_SD_1_212-500_13,y,y,n,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2803,R,SD,R_SD_1_212-500_14,y,y,y,NA,y,n,NA,u,NA,NA,NA,n,n,NA,
2804,R,SD,R_SD_1_212-500_15,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2805,R,SD,R_SD_1_212-500_16,y,y,y,Fragment,y,n,White,y,y,NA,PS,y,n,NA,3
2806,R,SD,R_SD_1_212-500_17,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2807,R,SD,R_SD_1_212-500_18,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2808,R,SD,R_SD_1_212-500_19,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2809,R,SD,R_SD_1_212-500_20,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2810,R,SD,R_SD_1_212-500_21,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2811,R,SD,R_SD_1_212-500_35,n,y,y,NA,y,n,NA,n,NA,NA,NA,n,n,NA,
2812,R,SD,R_SD_1_212-500_36,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2813,R,SD,R_SD_1_212-500_37,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2814,R,SD,R_SD_1_212-500_38,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2815,R,SD,R_SD_1_212-500_39,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2816,R,SD,R_SD_1_212-500_40,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2817,R,SD,R_SD_1_212-500_41,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2818,R,SD,R_SD_1_212-500_42,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2819,R,SD,R_SD_1_212-500_43,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2820,R,SD,R_SD_1_212-500_44,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2821,R,SD,R_SD_1_212-500_45,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2822,R,SD,R_SD_1_212-500_46,n,y,y,NA,y,y,NA,n,NA,NA,cotton,ns,ns,NA,17
2823,R,SD,R_SD_1_212-500_47,n,y,y,Fiber,y,y,Orange,n,NA,NA,PET,ns,n,NA,13
2824,R,SD,R_SD_1_212-500_48,n,y,y,Fiber,y,y,Orange,n,NA,NA,PET,ns,n,NA,13
2825,R,SD,R_SD_1_212-500_49,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PET,ns,n,NA,
2826,R,SD,R_SD_1_20-212_1,y,y,y,Fiber,y,y,Red,y,NA,NA,cotton,ns,ns,NA,17
2827,R,SD,R_SD_1_20-212_2,y,y,y,Sphere,y,y,White,y,y,NA,PVC,ns,n,NA,
2828,R,SD,R_SD_1_20-212_3,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,2
2829,R,SD,R_SD_1_20-212_4,y,y,y,Sphere,y,y,White,y,y,NA,PS,ns,n,NA,
2830,R,SD,R_SD_1_20-212_5,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2831,R,SD,R_SD_1_20-212_6,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,2
2832,R,SD,R_SD_1_20-212_7,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2833,R,SD,R_SD_1_20-212_8,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,2
2834,R,SD,R_SD_1_20-212_9,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,2
2835,R,SD,R_SD_1_20-212_10,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2836,R,SD,R_SD_1_20-212_11,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2837,R,SD,R_SD_1_20-212_12,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2838,R,SD,R_SD_1_20-212_13,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2839,R,SD,R_SD_1_20-212_14,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2840,R,SD,R_SD_1_20-212_15,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,2
2841,R,SD,R_SD_1_20-212_16,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2842,R,SD,R_SD_1_20-212_17,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2843,R,SD,R_SD_1_20-212_18,y,y,y,Fragment,y,y,White,y,y,NA,PET,y,n,NA,7
2844,R,SD,R_SD_1_20-212_19,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2845,R,SD,R_SD_1_20-212_20,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2846,R,SD,R_SD_1_20-212_21,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2847,R,SD,R_SD_1_20-212_22,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2848,R,SD,R_SD_1_20-212_23,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2849,R,SD,R_SD_1_20-212_24,y,y,y,Fragment,y,y,White,y,y,NA,PVC,y,n,NA,5
2850,R,SD,R_SD_1_20-212_25,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2851,R,SD,R_SD_1_20-212_26,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2852,R,SD,R_SD_1_20-212_27,y,y,y,Fragment,y,y,White,y,y,NA,PVC,y,n,NA,5
2853,R,SD,R_SD_1_20-212_28,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2854,R,SD,R_SD_1_20-212_29,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2855,R,SD,R_SD_1_20-212_30,y,y,y,NA,y,y,NA,y,NA,NA,NA,n,n,NA,
2856,R,SD,R_SD_1_20-212_31,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2857,R,SD,R_SD_1_20-212_32,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2858,R,SD,R_SD_1_20-212_33,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2859,R,SD,R_SD_1_20-212_34,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2860,R,SD,R_SD_1_20-212_35,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2861,R,SD,R_SD_1_20-212_36,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2862,R,SD,R_SD_1_20-212_37,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2863,R,SD,R_SD_1_20-212_38,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2864,R,SD,R_SD_1_20-212_39,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2865,R,SD,R_SD_1_20-212_41,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2866,R,SD,R_SD_1_20-212_42,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2867,R,SD,R_SD_1_20-212_43,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2868,R,SD,R_SD_1_20-212_44,y,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2869,R,SD,R_SD_1_20-212_45,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2870,R,SD,R_SD_1_20-212_46,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2871,R,SD,R_SD_1_20-212_47,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2872,R,SD,R_SD_1_20-212_48,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2873,R,SD,R_SD_1_20-212_49,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2874,R,SD,R_SD_1_20-212_50,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2875,R,SD,R_SD_1_20-212_51,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2876,R,SD,R_SD_1_20-212_52,n,y,y,Fiber,y,y,Red,n,NA,NA,cotton,ns,ns,NA,17
2877,R,SD,R_SD_2_20-212_1,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2878,R,SD,R_SD_2_20-212_2,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2879,R,SD,R_SD_2_20-212_3,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2880,R,SD,R_SD_2_20-212_4,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2881,R,SD,R_SD_3_20-212_1,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2882,R,SD,R_SD_3_20-212_2,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2883,R,SD,R_SD_3_20-212_3,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2884,R,SD,R_SD_3_20-212_4,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2885,R,SD,R_SD_3_20-212_5,y,y,y,NA,y,n,NA,u,NA,NA,NA,n,n,NA,
2886,R,SD,R_SD_3_20-212_6,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2887,R,SD,R_SD_3_20-212_7,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2888,R,SD,R_SD_3_20-212_8,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2889,R,SD,R_SD_3_20-212_9,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2890,R,SD,R_SD_3_20-212_10,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2891,R,SD,R_SD_3_20-212_11,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2892,R,SD,R_SD_3_20-212_12,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2893,R,SD,R_SD_2_20-212_6,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2894,R,SD,R_SD_2_20-212_7,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2895,R,SD,R_SD_2_20-212_8,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2896,R,SD,R_SD_2_20-212_9,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2897,R,SD,R_SD_2_20-212_10,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2898,R,SD,R_SD_2_20-212_11,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2899,R,SD,R_SD_2_20-212_12,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2900,R,SD,R_SD_2_20-212_13,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2901,R,SD,R_SD_2_20-212_14,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2902,R,SD,R_SD_2_20-212_15,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2903,R,SD,R_SD_2_20-212_16,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2904,R,SD,R_SD_2_20-212_17,y,y,y,Sphere,y,y,Clear,u,NA,NA,PS,ns,n,NA,4
2905,R,SD,R_SD_2_20-212_18,y,y,y,Fragment,y,y,White,u,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2906,R,SD,R_SD_2_20-212_19,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2907,R,SD,R_SD_2_20-212_20,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2908,R,SD,R_SD_2_20-212_21,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2909,R,SD,R_SD_2_20-212_22,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2910,R,SD,R_SD_2_20-212_23,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2911,R,SD,R_SD_2_20-212_24,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2912,R,SD,R_SD_2_20-212_25,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2913,R,SD,R_SD_2_20-212_26,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2914,R,SD,R_SD_2_20-212_27,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2915,R,SD,R_SD_2_20-212_28,n,y,y,Fragment,y,y,White,n,NA,NA,PS or PVC or PET or PE,ns,n,NA,
2916,R,SD,R_SD_1_above500_1,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2917,R,SD,R_SD_1_above500_2,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2918,R,SD,R_SD_1_above500_3,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2919,R,SD,R_SD_1_above500_4,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2920,R,SD,R_SD_1_above500_5,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2921,R,SD,R_SD_1_above500_6,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2922,R,SD,R_SD_1_above500_7,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2923,R,SD,R_SD_1_above500_8,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2924,R,SD,R_SD_1_above500_9,y,y,y,Sphere,y,y,Clear,y,y,NA,PS,y,n,NA,4
2925,R,SD,R_SD_1_above500_10,y,y,y,Sphere,y,y,Clear,y,y,NA,PS,y,n,NA,4
2926,R,SD,R_SD_1_above500_11,y,y,y,Sphere,y,y,Clear,y,y,NA,PS,y,n,NA,4
2927,R,SD,R_SD_1_above500_12,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2928,R,SD,R_SD_2_212-500_1,y,y,y,NA,y,n,NA,u,NA,NA,NA,n,n,NA,
2929,R,SD,R_SD_2_212-500_2,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2930,R,SD,R_SD_2_212-500_3,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2931,R,SD,R_SD_2_212-500_4,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2932,R,SD,R_SD_2_212-500_5,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2933,R,SD,R_SD_2_212-500_6,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,14
2934,R,SD,R_SD_2_212-500_7,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2935,R,SD,R_SD_2_212-500_8,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2936,R,SD,R_SD_2_212-500_9,y,y,y,Sphere,y,y,White,y,y,NA,PE,ns,n,broken part of sphere,11
2937,R,SD,R_SD_2_212-500_10,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2938,R,SD,R_SD_2_212-500_11,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2939,R,SD,R_SD_2_212-500_12,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,14
2940,R,SD,R_SD_2_212-500_13,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,14
2941,R,SD,R_SD_2_212-500_14,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2942,R,SD,R_SD_2_212-500_15,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2943,R,SD,R_SD_2_212-500_16,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2944,R,SD,R_SD_2_212-500_17,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2945,R,SD,R_SD_2_212-500_18,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2946,R,SD,R_SD_2_212-500_19,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,14
2947,R,SD,R_SD_2_212-500_20,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2948,R,SD,R_SD_2_212-500_21,y,y,y,Fragment,y,y,White,y,NA,NA,PS or PET,ns,n,NA,
2949,R,SD,R_SD_2_212-500_22,y,y,y,Fragment,y,y,White,y,y,NA,PET,y,n,NA,8
2950,R,SD,R_SD_2_212-500_23,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2951,R,SD,R_SD_2_20-212_29,n,y,y,NA,y,n,NA,n,NA,NA,NA,n,n,NA,
2952,R,SD,R_SD_2_20-212_30,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2953,R,SD,R_SD_2_20-212_31,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2954,R,SD,R_SD_2_20-212_32,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2955,R,SD,R_SD_2_20-212_33,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2956,R,SD,R_SD_2_20-212_34,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2957,R,SD,R_SD_2_20-212_35,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2958,R,SD,R_SD_2_20-212_36,n,y,y,NA,y,y,NA,n,NA,NA,NA,n,n,NA,
2959,R,SD,R_SD_2_20-212_37,n,y,y,Fiber,y,y,Red,n,NA,NA,cotton,ns,ns,NA,17
2960,R,SD,R_SD_2_20-212_38,n,y,y,Fiber,y,y,Red,n,NA,NA,cotton,ns,ns,NA,17
2961,R,SD,R_SD_2_20-212_39,n,y,y,Fiber,y,y,Red,n,NA,NA,cotton,ns,ns,NA,17
2962,R,SD,R_SD_1_above500_13,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2963,R,SD,R_SD_1_above500_14,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2964,R,SD,R_SD_1_above500_15,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2965,R,SD,R_SD_1_above500_16,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2966,R,SD,R_SD_2_above500_1,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2967,R,SD,R_SD_2_above500_2,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2968,R,SD,R_SD_2_above500_3,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2969,R,SD,R_SD_2_above500_4,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2970,R,SD,R_SD_2_above500_5,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2971,R,SD,R_SD_2_above500_6,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2972,R,SD,R_SD_2_above500_7,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2973,R,SD,R_SD_2_above500_8,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2974,R,SD,R_SD_2_above500_9,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2975,R,SD,R_SD_2_above500_10,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2976,R,SD,R_SD_2_above500_11,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2977,R,SD,R_SD_2_above500_12,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2978,R,SD,R_SD_2_above500_13,y,y,y,Sphere,y,y,Clear,y,y,NA,PS,y,n,NA,4
2979,R,SD,R_SD_2_above500_14,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,15
2980,R,SD,R_SD_2_above500_15,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,12
2981,R,SD,R_SD_2_above500_16,y,y,y,Sphere,y,y,Clear,y,y,NA,PS,y,n,NA,4
2982,R,SD,R_SD_2_above500_17,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2983,R,SD,R_SD_2_above500_18,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2984,R,SD,R_SD_2_above500_19,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2985,R,SD,R_SD_2_above500_20,y,y,y,Fragment,y,y,Blue,y,y,NA,PS,y,n,NA,6
2986,R,SD,R_SD_2_above500_21,n,y,y,Sphere,y,y,Green,n,NA,NA,PE,y,n,NA,15
2987,R,SD,R_SD_3_212-500_1,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,broken part of sphere,14
2988,R,SD,R_SD_3_212-500_2,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2989,R,SD,R_SD_3_212-500_3,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2990,R,SD,R_SD_3_212-500_4,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,14
2991,R,SD,R_SD_3_212-500_5,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2992,R,SD,R_SD_3_212-500_6,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2993,R,SD,R_SD_3_212-500_7,y,y,y,NA,y,n,NA,u,NA,NA,NA,n,n,NA,
2994,R,SD,R_SD_3_212-500_8,y,y,y,NA,y,y,NA,u,NA,NA,NA,n,n,NA,
2995,R,SD,R_SD_3_212-500_9,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
2996,R,SD,R_SD_3_212-500_10,y,y,y,Sphere,y,y,Green,y,y,NA,PE,y,n,NA,14
2997,R,SD,R_SD_3_212-500_11,y,y,y,Fragment,y,y,White,y,y,NA,PS,y,n,NA,3
2998,R,SD,R_SD_3_212-500_12,y,y,y,Sphere,y,y,White,y,y,NA,PE,ns,n,broken part of sphere,11
2999,R,SD,R_SD_3_212-500_13,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
3000,R,SD,R_SD_3_212-500_14,y,y,y,Sphere,y,y,White,y,y,NA,PE,y,n,NA,11
